Provider_ID,Measure,Rate,Footnote,Start_Quarter,End_Quarter
330406,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
330406,Air Embolism,0.000,,3Q2021,2Q2023
330406,Blood Incompatibility,0.000,,3Q2021,2Q2023
330406,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
330411,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
330411,Air Embolism,0.000,,3Q2021,2Q2023
330411,Blood Incompatibility,0.000,,3Q2021,2Q2023
330411,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",71.429,,3Q2021,2Q2023
340001,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340001,Air Embolism,0.000,,3Q2021,2Q2023
340001,Blood Incompatibility,0.000,,3Q2021,2Q2023
340001,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.715,,3Q2021,2Q2023
340002,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340002,Air Embolism,0.000,,3Q2021,2Q2023
340002,Blood Incompatibility,0.000,,3Q2021,2Q2023
340002,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.375,,3Q2021,2Q2023
340003,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340003,Air Embolism,0.000,,3Q2021,2Q2023
340003,Blood Incompatibility,0.000,,3Q2021,2Q2023
340003,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.503,,3Q2021,2Q2023
340004,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340004,Air Embolism,0.000,,3Q2021,2Q2023
340004,Blood Incompatibility,0.000,,3Q2021,2Q2023
340004,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340008,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340008,Air Embolism,0.000,,3Q2021,2Q2023
340008,Blood Incompatibility,0.000,,3Q2021,2Q2023
340008,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340010,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340010,Air Embolism,0.000,,3Q2021,2Q2023
340010,Blood Incompatibility,0.000,,3Q2021,2Q2023
340010,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.567,,3Q2021,2Q2023
340013,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340013,Air Embolism,0.000,,3Q2021,2Q2023
340013,Blood Incompatibility,0.000,,3Q2021,2Q2023
340013,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340014,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340014,Air Embolism,0.000,,3Q2021,2Q2023
340014,Blood Incompatibility,0.000,,3Q2021,2Q2023
340014,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.353,,3Q2021,2Q2023
340015,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340015,Air Embolism,0.000,,3Q2021,2Q2023
340015,Blood Incompatibility,0.000,,3Q2021,2Q2023
340015,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.279,,3Q2021,2Q2023
340016,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340016,Air Embolism,0.000,,3Q2021,2Q2023
340016,Blood Incompatibility,0.000,,3Q2021,2Q2023
340016,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.271,,3Q2021,2Q2023
340017,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340017,Air Embolism,0.000,,3Q2021,2Q2023
340017,Blood Incompatibility,0.000,,3Q2021,2Q2023
340017,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.202,,3Q2021,2Q2023
340020,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340020,Air Embolism,0.000,,3Q2021,2Q2023
340020,Blood Incompatibility,0.000,,3Q2021,2Q2023
340020,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.122,,3Q2021,2Q2023
340021,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340021,Air Embolism,0.000,,3Q2021,2Q2023
340021,Blood Incompatibility,0.000,,3Q2021,2Q2023
340021,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.369,,3Q2021,2Q2023
340023,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340023,Air Embolism,0.000,,3Q2021,2Q2023
340023,Blood Incompatibility,0.000,,3Q2021,2Q2023
340023,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.456,,3Q2021,2Q2023
340024,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340024,Air Embolism,0.000,,3Q2021,2Q2023
340024,Blood Incompatibility,0.000,,3Q2021,2Q2023
340024,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",2.525,,3Q2021,2Q2023
340027,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340027,Air Embolism,0.000,,3Q2021,2Q2023
340027,Blood Incompatibility,0.000,,3Q2021,2Q2023
340027,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.970,,3Q2021,2Q2023
340028,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340028,Air Embolism,0.000,,3Q2021,2Q2023
340028,Blood Incompatibility,0.000,,3Q2021,2Q2023
340028,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.571,,3Q2021,2Q2023
340030,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340030,Air Embolism,0.000,,3Q2021,2Q2023
340030,Blood Incompatibility,0.000,,3Q2021,2Q2023
340030,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.544,,3Q2021,2Q2023
340032,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340032,Air Embolism,0.000,,3Q2021,2Q2023
340032,Blood Incompatibility,0.000,,3Q2021,2Q2023
340032,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.304,,3Q2021,2Q2023
340039,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340039,Air Embolism,0.000,,3Q2021,2Q2023
340039,Blood Incompatibility,0.000,,3Q2021,2Q2023
340039,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340040,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340040,Air Embolism,0.048,,3Q2021,2Q2023
340040,Blood Incompatibility,0.000,,3Q2021,2Q2023
340040,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.959,,3Q2021,2Q2023
340041,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340041,Air Embolism,0.000,,3Q2021,2Q2023
340041,Blood Incompatibility,0.000,,3Q2021,2Q2023
340041,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.509,,3Q2021,2Q2023
340042,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340042,Air Embolism,0.000,,3Q2021,2Q2023
340042,Blood Incompatibility,0.000,,3Q2021,2Q2023
340042,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.723,,3Q2021,2Q2023
340047,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340047,Air Embolism,0.000,,3Q2021,2Q2023
340047,Blood Incompatibility,0.000,,3Q2021,2Q2023
340047,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.620,,3Q2021,2Q2023
340049,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340049,Air Embolism,0.000,,3Q2021,2Q2023
340049,Blood Incompatibility,0.000,,3Q2021,2Q2023
340049,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340050,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340050,Air Embolism,0.000,,3Q2021,2Q2023
340050,Blood Incompatibility,0.000,,3Q2021,2Q2023
340050,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.478,,3Q2021,2Q2023
340051,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340051,Air Embolism,0.000,,3Q2021,2Q2023
340051,Blood Incompatibility,0.000,,3Q2021,2Q2023
340051,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.130,,3Q2021,2Q2023
340053,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340053,Air Embolism,0.000,,3Q2021,2Q2023
340053,Blood Incompatibility,0.000,,3Q2021,2Q2023
340053,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.811,,3Q2021,2Q2023
340060,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340060,Air Embolism,0.000,,3Q2021,2Q2023
340060,Blood Incompatibility,0.000,,3Q2021,2Q2023
340060,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.342,,3Q2021,2Q2023
340061,Foreign Object Retained After Surgery,0.079,,3Q2021,2Q2023
340061,Air Embolism,0.000,,3Q2021,2Q2023
340061,Blood Incompatibility,0.000,,3Q2021,2Q2023
340061,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.477,,3Q2021,2Q2023
340064,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340064,Air Embolism,0.000,,3Q2021,2Q2023
340064,Blood Incompatibility,0.000,,3Q2021,2Q2023
340064,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.693,,3Q2021,2Q2023
340068,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340068,Air Embolism,0.000,,3Q2021,2Q2023
340068,Blood Incompatibility,0.000,,3Q2021,2Q2023
340068,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.097,,3Q2021,2Q2023
340069,Foreign Object Retained After Surgery,0.150,,3Q2021,2Q2023
340069,Air Embolism,0.000,,3Q2021,2Q2023
340069,Blood Incompatibility,0.000,,3Q2021,2Q2023
340069,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.523,,3Q2021,2Q2023
340070,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340070,Air Embolism,0.000,,3Q2021,2Q2023
340070,Blood Incompatibility,0.000,,3Q2021,2Q2023
340070,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.010,,3Q2021,2Q2023
340071,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340071,Air Embolism,0.000,,3Q2021,2Q2023
340071,Blood Incompatibility,0.000,,3Q2021,2Q2023
340071,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.890,,3Q2021,2Q2023
340073,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340073,Air Embolism,0.000,,3Q2021,2Q2023
340073,Blood Incompatibility,0.000,,3Q2021,2Q2023
340073,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.317,,3Q2021,2Q2023
340075,Foreign Object Retained After Surgery,0.376,,3Q2021,2Q2023
340075,Air Embolism,0.000,,3Q2021,2Q2023
340075,Blood Incompatibility,0.000,,3Q2021,2Q2023
340075,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.376,,3Q2021,2Q2023
340084,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340084,Air Embolism,0.000,,3Q2021,2Q2023
340084,Blood Incompatibility,0.000,,3Q2021,2Q2023
340084,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340085,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340085,Air Embolism,0.000,,3Q2021,2Q2023
340085,Blood Incompatibility,0.000,,3Q2021,2Q2023
340085,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340087,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340087,Air Embolism,0.000,,3Q2021,2Q2023
340087,Blood Incompatibility,0.000,,3Q2021,2Q2023
340087,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340090,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340090,Air Embolism,0.000,,3Q2021,2Q2023
340090,Blood Incompatibility,0.000,,3Q2021,2Q2023
340090,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.755,,3Q2021,2Q2023
340091,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340091,Air Embolism,0.000,,3Q2021,2Q2023
340091,Blood Incompatibility,0.000,,3Q2021,2Q2023
340091,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.525,,3Q2021,2Q2023
340096,Foreign Object Retained After Surgery,0.752,,3Q2021,2Q2023
340096,Air Embolism,0.000,,3Q2021,2Q2023
340096,Blood Incompatibility,0.000,,3Q2021,2Q2023
340096,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340097,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340097,Air Embolism,0.000,,3Q2021,2Q2023
340097,Blood Incompatibility,0.000,,3Q2021,2Q2023
340097,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340098,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340098,Air Embolism,0.000,,3Q2021,2Q2023
340098,Blood Incompatibility,0.000,,3Q2021,2Q2023
340098,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.475,,3Q2021,2Q2023
340099,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340099,Air Embolism,0.000,,3Q2021,2Q2023
340099,Blood Incompatibility,0.000,,3Q2021,2Q2023
340099,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340107,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340107,Air Embolism,0.000,,3Q2021,2Q2023
340107,Blood Incompatibility,0.000,,3Q2021,2Q2023
340107,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340109,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340109,Air Embolism,0.000,,3Q2021,2Q2023
340109,Blood Incompatibility,0.000,,3Q2021,2Q2023
340109,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.285,,3Q2021,2Q2023
340113,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340113,Air Embolism,0.000,,3Q2021,2Q2023
340113,Blood Incompatibility,0.000,,3Q2021,2Q2023
340113,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.577,,3Q2021,2Q2023
340114,Foreign Object Retained After Surgery,0.062,,3Q2021,2Q2023
340114,Air Embolism,0.000,,3Q2021,2Q2023
340114,Blood Incompatibility,0.062,,3Q2021,2Q2023
340114,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.557,,3Q2021,2Q2023
340115,Foreign Object Retained After Surgery,0.080,,3Q2021,2Q2023
340115,Air Embolism,0.000,,3Q2021,2Q2023
340115,Blood Incompatibility,0.000,,3Q2021,2Q2023
340115,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.636,,3Q2021,2Q2023
340116,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340116,Air Embolism,0.000,,3Q2021,2Q2023
340116,Blood Incompatibility,0.000,,3Q2021,2Q2023
340116,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.496,,3Q2021,2Q2023
340119,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340119,Air Embolism,0.000,,3Q2021,2Q2023
340119,Blood Incompatibility,0.000,,3Q2021,2Q2023
340119,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.479,,3Q2021,2Q2023
340120,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340120,Air Embolism,0.000,,3Q2021,2Q2023
340120,Blood Incompatibility,0.000,,3Q2021,2Q2023
340120,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340123,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340123,Air Embolism,0.000,,3Q2021,2Q2023
340123,Blood Incompatibility,0.000,,3Q2021,2Q2023
340123,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340126,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340126,Air Embolism,0.000,,3Q2021,2Q2023
340126,Blood Incompatibility,0.000,,3Q2021,2Q2023
340126,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.668,,3Q2021,2Q2023
340127,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340127,Air Embolism,0.000,,3Q2021,2Q2023
340127,Blood Incompatibility,0.000,,3Q2021,2Q2023
340127,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.164,,3Q2021,2Q2023
340129,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340129,Air Embolism,0.000,,3Q2021,2Q2023
340129,Blood Incompatibility,0.000,,3Q2021,2Q2023
340129,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.518,,3Q2021,2Q2023
340130,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340130,Air Embolism,0.000,,3Q2021,2Q2023
340130,Blood Incompatibility,0.000,,3Q2021,2Q2023
340130,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.933,,3Q2021,2Q2023
340131,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340131,Air Embolism,0.000,,3Q2021,2Q2023
340131,Blood Incompatibility,0.000,,3Q2021,2Q2023
340131,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.300,,3Q2021,2Q2023
340132,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340132,Air Embolism,0.000,,3Q2021,2Q2023
340132,Blood Incompatibility,0.000,,3Q2021,2Q2023
340132,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340141,Foreign Object Retained After Surgery,0.048,,3Q2021,2Q2023
340141,Air Embolism,0.000,,3Q2021,2Q2023
340141,Blood Incompatibility,0.000,,3Q2021,2Q2023
340141,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.388,,3Q2021,2Q2023
340142,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340142,Air Embolism,0.000,,3Q2021,2Q2023
340142,Blood Incompatibility,0.000,,3Q2021,2Q2023
340142,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.233,,3Q2021,2Q2023
340143,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340143,Air Embolism,0.000,,3Q2021,2Q2023
340143,Blood Incompatibility,0.000,,3Q2021,2Q2023
340143,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.792,,3Q2021,2Q2023
340144,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340144,Air Embolism,0.000,,3Q2021,2Q2023
340144,Blood Incompatibility,0.000,,3Q2021,2Q2023
340144,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340145,Foreign Object Retained After Surgery,0.403,,3Q2021,2Q2023
340145,Air Embolism,0.000,,3Q2021,2Q2023
340145,Blood Incompatibility,0.000,,3Q2021,2Q2023
340145,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.806,,3Q2021,2Q2023
340147,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340147,Air Embolism,0.000,,3Q2021,2Q2023
340147,Blood Incompatibility,0.000,,3Q2021,2Q2023
340147,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.466,,3Q2021,2Q2023
340148,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340148,Air Embolism,0.000,,3Q2021,2Q2023
340148,Blood Incompatibility,0.000,,3Q2021,2Q2023
340148,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340151,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340151,Air Embolism,0.000,,3Q2021,2Q2023
340151,Blood Incompatibility,0.000,,3Q2021,2Q2023
340151,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",2.699,,3Q2021,2Q2023
340155,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340155,Air Embolism,0.000,,3Q2021,2Q2023
340155,Blood Incompatibility,0.000,,3Q2021,2Q2023
340155,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.475,,3Q2021,2Q2023
340156,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340156,Air Embolism,0.000,,3Q2021,2Q2023
340156,Blood Incompatibility,0.000,,3Q2021,2Q2023
340156,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340158,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340158,Air Embolism,0.000,,3Q2021,2Q2023
340158,Blood Incompatibility,0.000,,3Q2021,2Q2023
340158,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.605,,3Q2021,2Q2023
340159,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340159,Air Embolism,0.000,,3Q2021,2Q2023
340159,Blood Incompatibility,0.000,,3Q2021,2Q2023
340159,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340166,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340166,Air Embolism,0.000,,3Q2021,2Q2023
340166,Blood Incompatibility,0.000,,3Q2021,2Q2023
340166,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.443,,3Q2021,2Q2023
340168,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340168,Air Embolism,0.000,,3Q2021,2Q2023
340168,Blood Incompatibility,0.000,,3Q2021,2Q2023
340168,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340171,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340171,Air Embolism,0.000,,3Q2021,2Q2023
340171,Blood Incompatibility,0.000,,3Q2021,2Q2023
340171,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.673,,3Q2021,2Q2023
340173,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340173,Air Embolism,0.000,,3Q2021,2Q2023
340173,Blood Incompatibility,0.000,,3Q2021,2Q2023
340173,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.305,,3Q2021,2Q2023
340183,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340183,Air Embolism,0.000,,3Q2021,2Q2023
340183,Blood Incompatibility,0.000,,3Q2021,2Q2023
340183,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.080,,3Q2021,2Q2023
340184,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340184,Air Embolism,0.000,,3Q2021,2Q2023
340184,Blood Incompatibility,0.000,,3Q2021,2Q2023
340184,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340187,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340187,Air Embolism,0.000,,3Q2021,2Q2023
340187,Blood Incompatibility,0.000,,3Q2021,2Q2023
340187,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340188,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340188,Air Embolism,0.000,,3Q2021,2Q2023
340188,Blood Incompatibility,0.000,,3Q2021,2Q2023
340188,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
340190,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
340190,Air Embolism,0.000,,3Q2021,2Q2023
340190,Blood Incompatibility,0.000,,3Q2021,2Q2023
340190,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.781,,3Q2021,2Q2023
350002,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
350002,Air Embolism,0.000,,3Q2021,2Q2023
350002,Blood Incompatibility,0.000,,3Q2021,2Q2023
350002,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.551,,3Q2021,2Q2023
350006,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
350006,Air Embolism,0.000,,3Q2021,2Q2023
350006,Blood Incompatibility,0.000,,3Q2021,2Q2023
350006,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.657,,3Q2021,2Q2023
350011,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
350011,Air Embolism,0.000,,3Q2021,2Q2023
350011,Blood Incompatibility,0.000,,3Q2021,2Q2023
350011,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.487,,3Q2021,2Q2023
350015,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
350015,Air Embolism,0.000,,3Q2021,2Q2023
350015,Blood Incompatibility,0.000,,3Q2021,2Q2023
350015,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.434,,3Q2021,2Q2023
350019,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
